payment_id,amount,failure_reason,payment_method,merchant_type,previous_successes,previous_failures,retry_count,days_since_last_payment,customer_tenure_months,mandate_age_days,average_amount,amount_vs_average,recent_success_rate,failure_frequency,retry_interval_hours,recovered
PX009515,1999,expired_card,upi,subscription,6,2,3,8,1,279,2350.77,0.85,0.75,0.25,11.06,1
PX009516,1499,bank_timeout,card,saas,8,1,1,60,6,624,2092.05,0.717,0.889,0.01667,47.55,0
PX009517,4999,mandate_expired,upi,education,8,2,3,53,6,140,5977.69,0.836,0.8,0.03774,17.48,0
PX009518,9999,suspicious_reversal,wallet,ecommerce,10,2,2,26,12,279,10266.22,0.974,0.833,0.07692,34.26,0
PX009519,9999,mandate_expired,wallet,education,12,4,0,1,21,109,13389.42,0.747,0.75,4.0,12.4,1
PX009520,19999,suspicious_reversal,netbanking,ecommerce,6,4,1,28,43,285,16077.53,1.244,0.6,0.14286,13.66,1
PX009521,1999,insufficient_funds,netbanking,education,6,2,3,23,25,382,2381.96,0.839,0.75,0.08696,20.79,0
PX009522,9999,expired_card,card,ecommerce,13,0,3,46,58,673,8713.0,1.148,1.0,0.0,6.55,1
PX009523,1499,mandate_expired,wallet,saas,5,2,3,22,50,268,2024.9,0.74,0.714,0.09091,33.77,0
PX009524,2499,bank_timeout,wallet,saas,9,2,2,32,7,244,3495.05,0.715,0.818,0.0625,37.42,1
PX009525,19999,bank_timeout,wallet,media,11,2,1,23,55,201,15762.25,1.269,0.846,0.08696,17.49,1
PX009526,9999,mandate_expired,netbanking,media,10,3,0,39,23,409,7584.47,1.318,0.769,0.07692,42.44,0
PX009527,999,suspicious_reversal,upi,ecommerce,10,0,0,37,57,41,643.51,1.552,1.0,0.0,36.05,0
PX009528,19999,mandate_expired,card,media,8,0,1,23,8,176,19903.18,1.005,1.0,0.0,21.68,1
PX009529,1999,insufficient_funds,wallet,media,10,1,1,44,31,230,1238.55,1.614,0.909,0.02273,20.25,0
PX009530,2499,bank_timeout,wallet,saas,9,2,3,23,37,519,3070.65,0.814,0.818,0.08696,45.28,1
PX009531,499,suspicious_reversal,netbanking,ecommerce,3,2,1,26,43,621,658.81,0.757,0.6,0.07692,27.22,0
PX009532,4999,suspicious_reversal,upi,saas,7,2,1,39,21,301,4218.77,1.185,0.778,0.05128,29.78,0
PX009533,19999,mandate_expired,card,subscription,11,3,3,25,52,180,21097.96,0.948,0.786,0.12,43.96,0
PX009534,4999,insufficient_funds,wallet,subscription,6,3,1,10,31,85,6501.35,0.769,0.667,0.3,34.47,1
PX009535,4999,expired_card,wallet,saas,10,1,2,11,13,527,5080.69,0.984,0.909,0.09091,20.36,1
PX009536,19999,suspicious_reversal,card,saas,8,0,0,40,46,379,20273.71,0.986,1.0,0.0,16.07,0
PX009537,499,insufficient_funds,netbanking,media,10,3,0,28,23,495,414.28,1.204,0.769,0.10714,39.24,0
PX009538,4999,insufficient_funds,wallet,media,10,2,0,56,28,705,6443.76,0.776,0.833,0.03571,7.42,1
PX009539,1999,expired_card,card,ecommerce,8,2,0,60,16,466,1781.27,1.122,0.8,0.03333,18.29,0
PX009540,999,bank_timeout,upi,media,9,1,2,34,23,516,882.76,1.132,0.9,0.02941,16.88,1
PX009541,1499,insufficient_funds,netbanking,ecommerce,10,1,1,41,15,525,1992.47,0.752,0.909,0.02439,4.0,0
PX009542,1499,insufficient_funds,card,subscription,5,0,0,40,26,294,1007.72,1.488,1.0,0.0,46.09,1
PX009543,999,bank_timeout,wallet,subscription,9,2,0,26,32,671,1111.92,0.898,0.818,0.07692,31.31,1
PX009544,2499,expired_card,netbanking,saas,5,1,0,20,45,33,2933.14,0.852,0.833,0.05,37.38,1
PX009545,1999,mandate_expired,wallet,saas,12,4,2,20,36,172,1799.99,1.111,0.75,0.2,9.74,1
PX009546,2499,expired_card,card,media,10,2,1,55,55,181,3446.52,0.725,0.833,0.03636,3.2,0
PX009547,9999,mandate_expired,netbanking,ecommerce,4,2,2,4,35,207,8502.31,1.176,0.667,0.5,40.62,1
PX009548,9999,suspicious_reversal,netbanking,saas,10,3,0,48,11,313,10368.5,0.964,0.769,0.0625,40.21,0
PX009549,1999,expired_card,wallet,ecommerce,7,1,0,37,41,537,2177.54,0.918,0.875,0.02703,19.33,0
PX009550,499,suspicious_reversal,wallet,education,13,1,1,51,42,419,398.5,1.252,0.929,0.01961,29.57,0
PX009551,999,expired_card,upi,saas,4,1,2,40,33,300,742.26,1.346,0.8,0.025,29.07,0
PX009552,999,suspicious_reversal,card,saas,6,2,3,3,50,199,691.38,1.445,0.75,0.66667,18.24,0
PX009553,4999,mandate_expired,upi,media,8,1,1,25,15,584,3855.02,1.297,0.889,0.04,20.88,1
PX009554,2499,bank_timeout,upi,ecommerce,5,5,2,41,11,685,1552.78,1.609,0.5,0.12195,1.46,1
PX009555,499,expired_card,netbanking,ecommerce,16,4,3,60,17,356,424.51,1.175,0.8,0.06667,7.13,0
PX009556,499,insufficient_funds,wallet,subscription,8,2,0,21,52,605,685.34,0.728,0.8,0.09524,2.44,1
PX009557,4999,bank_timeout,card,media,12,0,2,58,33,605,6498.03,0.769,1.0,0.0,26.12,1
PX009558,499,suspicious_reversal,upi,education,12,4,0,53,54,303,517.16,0.965,0.75,0.07547,39.78,0
PX009559,999,suspicious_reversal,netbanking,media,6,0,2,13,49,351,1222.48,0.817,1.0,0.0,33.26,1
PX009560,19999,suspicious_reversal,card,media,10,0,2,30,57,55,15935.28,1.255,1.0,0.0,13.85,0
PX009561,999,suspicious_reversal,card,subscription,8,1,2,51,19,185,1225.98,0.815,0.889,0.01961,5.32,0
PX009562,499,suspicious_reversal,card,subscription,8,2,1,34,27,175,406.87,1.226,0.8,0.05882,28.24,1
PX009563,4999,suspicious_reversal,netbanking,media,11,1,1,58,19,630,3764.89,1.328,0.917,0.01724,6.59,0
PX009564,19999,suspicious_reversal,upi,saas,5,0,2,26,10,273,23056.66,0.867,1.0,0.0,30.95,0
PX009565,19999,expired_card,card,ecommerce,5,1,0,26,48,165,16194.12,1.235,0.833,0.03846,42.62,1
PX009566,499,bank_timeout,card,ecommerce,6,1,0,30,8,255,327.26,1.525,0.857,0.03333,22.67,1
PX009567,4999,expired_card,wallet,subscription,11,4,2,4,6,396,3601.67,1.388,0.733,1.0,3.53,0
PX009568,4999,suspicious_reversal,netbanking,saas,9,1,3,27,45,5,3107.39,1.609,0.9,0.03704,20.02,0
PX009569,4999,suspicious_reversal,card,subscription,8,2,0,57,9,22,6947.25,0.72,0.8,0.03509,5.22,1
PX009570,9999,insufficient_funds,upi,subscription,11,1,2,57,7,622,13345.11,0.749,0.917,0.01754,20.77,0
PX009571,499,mandate_expired,wallet,subscription,5,1,1,15,12,51,446.5,1.118,0.833,0.06667,32.51,1
PX009572,19999,suspicious_reversal,netbanking,ecommerce,12,2,2,6,24,310,12391.09,1.614,0.857,0.33333,44.66,0
PX009573,9999,expired_card,card,education,10,2,2,37,29,578,8500.54,1.176,0.833,0.05405,29.21,0
PX009574,2499,bank_timeout,netbanking,education,13,0,3,8,26,23,2499.66,1.0,1.0,0.0,1.65,1
PX009575,499,expired_card,netbanking,ecommerce,6,3,3,29,58,577,626.11,0.797,0.667,0.10345,16.12,1
PX009576,999,expired_card,wallet,media,10,5,1,34,22,548,1155.61,0.864,0.667,0.14706,22.73,0
PX009577,19999,suspicious_reversal,card,education,10,4,2,29,15,156,13452.58,1.487,0.714,0.13793,42.73,0
PX009578,499,bank_timeout,upi,education,12,2,2,27,56,395,639.3,0.781,0.857,0.07407,12.3,1
PX009579,499,suspicious_reversal,wallet,saas,9,0,2,46,41,168,365.38,1.366,1.0,0.0,14.64,0
PX009580,19999,suspicious_reversal,upi,saas,5,2,1,51,30,169,18255.7,1.095,0.714,0.03922,8.31,0
PX009581,499,mandate_expired,card,media,11,4,1,45,36,671,589.12,0.847,0.733,0.08889,26.55,1
PX009582,499,mandate_expired,netbanking,subscription,5,1,0,3,19,332,654.66,0.762,0.833,0.33333,5.87,1
PX009583,1499,insufficient_funds,netbanking,subscription,4,6,1,25,4,520,1662.56,0.902,0.4,0.24,42.24,0
PX009584,2499,expired_card,netbanking,media,10,2,0,20,31,113,2655.57,0.941,0.833,0.1,25.52,0
PX009585,4999,suspicious_reversal,upi,ecommerce,5,0,2,51,56,327,3804.9,1.314,1.0,0.0,21.03,0
PX009586,999,mandate_expired,card,subscription,9,4,3,27,55,449,1310.58,0.762,0.692,0.14815,26.28,0
PX009587,499,suspicious_reversal,wallet,media,6,2,0,49,32,625,405.23,1.231,0.75,0.04082,8.21,0
PX009588,999,expired_card,wallet,education,10,2,2,9,43,46,957.39,1.043,0.833,0.22222,11.19,0
PX009589,1499,insufficient_funds,wallet,ecommerce,4,1,0,35,54,172,1977.28,0.758,0.8,0.02857,45.21,1
PX009590,2499,mandate_expired,upi,education,9,1,1,48,56,61,1880.49,1.329,0.9,0.02083,36.68,1
PX009591,1999,mandate_expired,upi,saas,10,7,2,44,43,660,1898.84,1.053,0.588,0.15909,22.52,0
PX009592,499,suspicious_reversal,card,education,8,0,2,8,46,139,499.34,0.999,1.0,0.0,6.4,0
PX009593,1499,mandate_expired,card,education,5,1,3,6,9,401,2060.72,0.727,0.833,0.16667,30.36,0
PX009594,2499,mandate_expired,netbanking,media,4,4,3,15,21,694,2535.6,0.986,0.5,0.26667,35.01,0
PX009595,19999,insufficient_funds,wallet,media,8,3,2,40,33,505,22840.72,0.876,0.727,0.075,37.93,0
PX009596,19999,bank_timeout,netbanking,subscription,7,2,2,44,23,75,22693.94,0.881,0.778,0.04545,25.68,0
PX009597,2499,expired_card,wallet,media,7,1,2,58,46,129,2044.3,1.222,0.875,0.01724,14.52,0
PX009598,9999,bank_timeout,upi,ecommerce,4,2,2,44,6,707,6349.14,1.575,0.667,0.04545,35.81,1
PX009599,4999,insufficient_funds,card,subscription,6,1,3,16,51,492,6145.61,0.813,0.857,0.0625,25.99,0
PX009600,1499,expired_card,card,media,12,4,3,2,49,111,1239.19,1.21,0.75,2.0,47.46,1
PX009601,1499,insufficient_funds,wallet,subscription,4,0,2,38,14,411,1409.43,1.064,1.0,0.0,44.12,0
PX009602,1999,insufficient_funds,upi,saas,13,2,1,26,8,2,2688.32,0.744,0.867,0.07692,5.2,1
PX009603,2499,insufficient_funds,upi,subscription,3,1,0,2,17,440,2873.89,0.87,0.75,0.5,19.01,1
PX009604,1499,bank_timeout,wallet,education,5,1,2,13,20,325,1868.29,0.802,0.833,0.07692,9.89,0
PX009605,2499,expired_card,netbanking,saas,8,3,2,41,24,689,3140.91,0.796,0.727,0.07317,32.13,0
PX009606,4999,bank_timeout,card,education,9,0,0,53,17,208,4381.56,1.141,1.0,0.0,23.73,1
PX009607,19999,expired_card,upi,education,3,0,0,14,7,702,19625.11,1.019,1.0,0.0,36.91,1
PX009608,2499,expired_card,upi,saas,8,2,2,15,50,633,3032.73,0.824,0.8,0.13333,3.03,1
PX009609,1999,suspicious_reversal,netbanking,saas,6,2,2,32,36,682,1702.46,1.174,0.75,0.0625,29.5,0
PX009610,4999,expired_card,netbanking,subscription,12,1,3,52,2,205,5157.89,0.969,0.923,0.01923,5.01,0
PX009611,19999,suspicious_reversal,netbanking,media,11,1,1,33,47,48,21658.82,0.923,0.917,0.0303,8.5,1
PX009612,499,suspicious_reversal,wallet,subscription,3,1,0,60,38,367,523.94,0.952,0.75,0.01667,29.22,1
PX009613,499,suspicious_reversal,netbanking,education,5,3,0,35,53,568,676.14,0.738,0.625,0.08571,15.09,0
PX009614,1999,suspicious_reversal,card,education,5,3,1,41,19,324,1352.47,1.478,0.625,0.07317,29.89,0
PX009615,4999,insufficient_funds,card,media,4,5,0,53,11,306,6961.77,0.718,0.444,0.09434,4.79,1
PX009616,1999,mandate_expired,upi,saas,7,1,1,21,60,114,2691.82,0.743,0.875,0.04762,34.31,1
PX009617,1999,suspicious_reversal,wallet,saas,6,4,2,7,31,191,2405.33,0.831,0.6,0.57143,31.9,0
PX009618,499,insufficient_funds,upi,saas,12,4,1,25,17,274,537.04,0.929,0.75,0.16,24.69,0
PX009619,19999,suspicious_reversal,upi,education,10,3,0,10,9,199,22609.44,0.885,0.769,0.3,13.81,0
PX009620,499,mandate_expired,card,saas,5,2,1,37,48,587,349.43,1.428,0.714,0.05405,15.28,1
PX009621,9999,suspicious_reversal,card,saas,9,1,1,19,10,213,8080.04,1.237,0.9,0.05263,24.69,1
PX009622,499,mandate_expired,netbanking,education,7,0,0,7,38,705,380.79,1.31,1.0,0.0,15.76,0
PX009623,9999,bank_timeout,wallet,subscription,6,1,3,19,49,379,7160.88,1.396,0.857,0.05263,11.36,1
PX009624,1499,expired_card,wallet,ecommerce,5,0,1,33,22,724,1487.32,1.008,1.0,0.0,14.06,0
PX009625,1999,bank_timeout,upi,education,5,1,2,3,12,568,2328.61,0.858,0.833,0.33333,13.89,1
PX009626,999,expired_card,wallet,media,6,2,1,17,15,278,657.14,1.52,0.75,0.11765,10.67,0
PX009627,4999,expired_card,wallet,saas,8,7,1,6,31,515,4012.67,1.246,0.533,1.16667,3.11,0
PX009628,1999,bank_timeout,upi,subscription,4,2,2,40,47,402,2293.81,0.871,0.667,0.05,47.46,1
PX009629,1499,expired_card,netbanking,ecommerce,8,0,2,57,58,26,1066.95,1.405,1.0,0.0,1.81,0
PX009630,1499,suspicious_reversal,netbanking,education,5,6,1,15,14,448,2061.35,0.727,0.455,0.4,19.38,0
PX009631,1499,expired_card,upi,saas,8,3,2,34,22,353,1053.15,1.423,0.727,0.08824,36.24,1
PX009632,2499,mandate_expired,upi,education,9,1,1,17,35,580,3083.85,0.81,0.9,0.05882,8.74,0
PX009633,499,insufficient_funds,wallet,ecommerce,14,2,1,40,9,406,565.66,0.882,0.875,0.05,29.85,1
PX009634,499,expired_card,wallet,ecommerce,9,0,2,36,31,682,499.85,0.998,1.0,0.0,23.95,1
PX009635,9999,mandate_expired,upi,education,7,3,1,7,40,342,8193.78,1.22,0.7,0.42857,2.06,0
PX009636,9999,insufficient_funds,upi,saas,13,1,3,46,31,149,9711.16,1.03,0.929,0.02174,36.52,0
PX009637,19999,suspicious_reversal,upi,saas,13,1,1,3,26,367,15763.76,1.269,0.929,0.33333,0.51,0
PX009638,19999,expired_card,netbanking,media,8,2,0,56,41,670,24191.05,0.827,0.8,0.03571,46.44,0
PX009639,499,suspicious_reversal,card,subscription,8,1,0,11,26,499,401.69,1.242,0.889,0.09091,41.98,0
PX009640,499,bank_timeout,wallet,education,6,2,1,7,23,692,612.71,0.814,0.75,0.28571,46.38,1
PX009641,499,suspicious_reversal,upi,media,15,0,1,48,53,102,411.64,1.212,1.0,0.0,11.65,0
PX009642,19999,suspicious_reversal,upi,education,8,4,2,44,60,505,26053.07,0.768,0.667,0.09091,32.95,1
PX009643,4999,expired_card,netbanking,subscription,6,1,3,17,26,723,3180.27,1.572,0.857,0.05882,14.75,0
PX009644,499,suspicious_reversal,wallet,subscription,5,1,3,34,5,720,552.51,0.903,0.833,0.02941,28.77,0
PX009645,2499,bank_timeout,upi,media,9,1,0,16,48,42,1825.33,1.369,0.9,0.0625,21.75,1
PX009646,499,mandate_expired,card,subscription,5,1,1,29,18,625,448.31,1.113,0.833,0.03448,16.81,1
PX009647,4999,mandate_expired,wallet,ecommerce,4,3,3,43,19,300,6935.4,0.721,0.571,0.06977,36.6,1
PX009648,1499,expired_card,netbanking,education,7,2,2,3,34,277,974.98,1.537,0.778,0.66667,21.22,1
PX009649,999,suspicious_reversal,netbanking,subscription,8,2,3,24,29,591,942.53,1.06,0.8,0.08333,22.71,0
PX009650,999,mandate_expired,netbanking,subscription,5,4,0,25,45,585,1356.56,0.736,0.556,0.16,7.21,1
PX009651,999,mandate_expired,wallet,education,9,3,1,54,5,108,967.9,1.032,0.75,0.05556,29.11,0
PX009652,2499,expired_card,wallet,media,7,6,2,12,24,469,2736.8,0.913,0.538,0.5,27.98,0
PX009653,19999,bank_timeout,upi,ecommerce,7,0,2,54,3,141,23530.12,0.85,1.0,0.0,37.16,1
PX009654,9999,mandate_expired,netbanking,education,9,1,2,32,4,515,6073.47,1.646,0.9,0.03125,15.57,0
PX009655,499,bank_timeout,netbanking,saas,12,4,0,59,48,720,646.43,0.772,0.75,0.0678,8.89,1
PX009656,9999,insufficient_funds,wallet,education,9,3,0,7,30,345,8573.09,1.166,0.75,0.42857,5.28,1
PX009657,1499,expired_card,card,subscription,6,1,3,55,46,495,956.39,1.567,0.857,0.01818,33.21,1
PX009658,2499,mandate_expired,upi,saas,6,5,3,54,20,216,3199.25,0.781,0.545,0.09259,17.57,0
PX009659,19999,suspicious_reversal,card,ecommerce,10,1,1,24,57,65,22745.87,0.879,0.909,0.04167,13.46,0
PX009660,4999,expired_card,netbanking,subscription,7,2,1,44,43,594,6193.78,0.807,0.778,0.04545,9.15,0
PX009661,1499,suspicious_reversal,upi,education,6,3,0,37,6,272,937.8,1.598,0.667,0.08108,45.17,1
PX009662,1499,bank_timeout,wallet,ecommerce,7,2,0,7,29,58,1390.09,1.078,0.778,0.28571,37.93,1
PX009663,9999,insufficient_funds,upi,saas,5,3,2,34,28,604,11216.19,0.891,0.625,0.08824,28.52,1
PX009664,4999,bank_timeout,netbanking,education,9,3,1,40,55,407,3305.82,1.512,0.75,0.075,16.09,0
PX009665,2499,suspicious_reversal,card,media,8,2,1,5,35,364,2397.83,1.042,0.8,0.4,25.77,0
PX009666,19999,suspicious_reversal,wallet,subscription,6,3,1,11,39,569,22411.48,0.892,0.667,0.27273,34.4,0
PX009667,19999,mandate_expired,netbanking,subscription,11,1,1,20,40,53,26038.55,0.768,0.917,0.05,35.86,0
PX009668,999,bank_timeout,wallet,subscription,10,4,1,60,43,158,1170.57,0.853,0.714,0.06667,40.18,0
PX009669,1999,suspicious_reversal,wallet,ecommerce,10,5,0,2,19,540,1638.16,1.22,0.667,2.5,30.32,1
PX009670,499,expired_card,upi,education,9,2,2,44,1,225,545.62,0.915,0.818,0.04545,21.52,0
PX009671,4999,suspicious_reversal,upi,education,8,5,3,48,24,464,5100.24,0.98,0.615,0.10417,17.1,0
PX009672,9999,mandate_expired,wallet,ecommerce,10,1,2,32,43,500,9586.42,1.043,0.909,0.03125,5.23,0
PX009673,19999,insufficient_funds,card,education,8,1,0,9,25,508,19503.27,1.025,0.889,0.11111,8.19,0
PX009674,999,insufficient_funds,upi,education,6,3,2,21,16,486,858.13,1.164,0.667,0.14286,31.15,0
PX009675,2499,bank_timeout,card,education,9,2,1,18,16,262,2303.86,1.085,0.818,0.11111,22.2,0
PX009676,1499,expired_card,card,subscription,4,2,1,14,29,427,1592.79,0.941,0.667,0.14286,1.64,1
PX009677,19999,bank_timeout,wallet,subscription,5,1,1,46,34,471,15169.69,1.318,0.833,0.02174,16.29,1
PX009678,1499,bank_timeout,wallet,ecommerce,5,3,3,42,33,38,1173.87,1.277,0.625,0.07143,2.28,1
PX009679,19999,suspicious_reversal,netbanking,saas,7,2,3,58,9,165,12167.23,1.644,0.778,0.03448,14.12,0
PX009680,4999,expired_card,wallet,saas,9,4,0,13,35,505,4427.53,1.129,0.692,0.30769,4.2,1
PX009681,1999,insufficient_funds,wallet,saas,9,2,2,55,9,96,1520.31,1.315,0.818,0.03636,39.96,0
PX009682,999,bank_timeout,upi,saas,11,2,3,24,23,463,1060.49,0.942,0.846,0.08333,26.92,1
PX009683,19999,mandate_expired,upi,subscription,8,1,0,12,46,180,24758.12,0.808,0.889,0.08333,21.39,1
PX009684,4999,insufficient_funds,upi,media,19,4,2,6,56,612,5915.84,0.845,0.826,0.66667,8.24,1
PX009685,9999,mandate_expired,wallet,education,5,7,2,58,27,704,11365.3,0.88,0.417,0.12069,26.72,1
PX009686,9999,insufficient_funds,wallet,ecommerce,6,1,3,23,48,712,11795.84,0.848,0.857,0.04348,10.54,1
PX009687,4999,insufficient_funds,card,media,8,1,1,15,42,98,3534.08,1.415,0.889,0.06667,9.48,1
PX009688,999,expired_card,wallet,education,8,0,1,1,12,89,876.57,1.14,1.0,0.0,17.92,1
PX009689,499,bank_timeout,netbanking,education,7,2,2,12,2,373,467.22,1.068,0.778,0.16667,35.99,1
PX009690,999,suspicious_reversal,card,ecommerce,8,0,3,32,22,453,1345.7,0.742,1.0,0.0,35.85,0
PX009691,999,insufficient_funds,netbanking,education,11,1,1,45,41,629,652.54,1.531,0.917,0.02222,31.7,1
PX009692,1999,bank_timeout,wallet,subscription,8,1,3,8,52,505,1820.43,1.098,0.889,0.125,46.95,1
PX009693,1999,expired_card,netbanking,ecommerce,12,3,1,11,48,412,1951.03,1.025,0.8,0.27273,32.35,1
PX009694,1499,bank_timeout,wallet,subscription,5,1,3,13,36,508,1013.56,1.479,0.833,0.07692,31.52,0
PX009695,1999,insufficient_funds,wallet,education,6,1,1,46,34,160,2264.57,0.883,0.857,0.02174,0.94,1
PX009696,19999,mandate_expired,wallet,subscription,5,2,3,46,52,318,24297.43,0.823,0.714,0.04348,23.77,0
PX009697,1999,insufficient_funds,wallet,subscription,5,6,0,2,20,352,2574.07,0.777,0.455,3.0,23.55,0
PX009698,4999,expired_card,netbanking,media,5,1,0,17,20,484,6361.86,0.786,0.833,0.05882,15.52,0
PX009699,4999,insufficient_funds,wallet,saas,8,1,0,27,39,53,4188.68,1.193,0.889,0.03704,11.69,1
PX009700,2499,mandate_expired,netbanking,media,7,3,1,8,32,153,2957.21,0.845,0.7,0.375,47.6,0
PX009701,9999,bank_timeout,upi,ecommerce,7,1,2,19,48,550,11959.44,0.836,0.875,0.05263,8.09,1
PX009702,19999,bank_timeout,card,ecommerce,5,2,1,48,29,564,25949.9,0.771,0.714,0.04167,20.94,0
PX009703,999,mandate_expired,wallet,ecommerce,8,2,2,55,44,427,1066.66,0.937,0.8,0.03636,2.29,1
PX009704,9999,insufficient_funds,upi,subscription,12,3,0,55,49,629,6155.81,1.624,0.8,0.05455,5.32,1
PX009705,19999,bank_timeout,wallet,saas,10,2,1,58,54,466,21232.71,0.942,0.833,0.03448,37.74,1
PX009706,4999,mandate_expired,wallet,media,6,1,3,40,18,383,6113.86,0.818,0.857,0.025,22.07,1
PX009707,9999,suspicious_reversal,upi,saas,8,2,0,27,42,425,7265.83,1.376,0.8,0.07407,39.2,0
PX009708,1499,mandate_expired,wallet,subscription,9,0,3,24,46,32,1036.43,1.446,1.0,0.0,36.27,0
PX009709,9999,suspicious_reversal,upi,media,10,0,2,35,30,100,10549.15,0.948,1.0,0.0,16.88,1
PX009710,999,insufficient_funds,upi,subscription,9,3,2,46,24,324,977.67,1.022,0.75,0.06522,8.55,1
PX009711,19999,suspicious_reversal,upi,saas,12,1,2,46,9,211,27921.86,0.716,0.923,0.02174,26.61,0
PX009712,19999,suspicious_reversal,netbanking,media,10,2,2,8,14,688,24883.27,0.804,0.833,0.25,25.41,0
PX009713,1499,mandate_expired,upi,education,10,2,3,53,42,542,1027.34,1.459,0.833,0.03774,24.26,1
PX009714,499,insufficient_funds,card,subscription,7,3,1,27,2,212,352.82,1.414,0.7,0.11111,45.39,1
PX009715,1499,bank_timeout,netbanking,ecommerce,6,2,3,41,18,240,2047.08,0.732,0.75,0.04878,1.03,0
PX009716,2499,mandate_expired,wallet,subscription,9,1,0,40,23,139,2817.19,0.887,0.9,0.025,43.48,0
PX009717,19999,insufficient_funds,card,subscription,7,1,1,9,31,343,23767.2,0.841,0.875,0.11111,11.74,0
PX009718,4999,suspicious_reversal,card,ecommerce,9,0,2,31,4,476,6170.66,0.81,1.0,0.0,3.84,0
PX009719,1999,suspicious_reversal,card,subscription,5,2,3,17,37,219,2316.15,0.863,0.714,0.11765,26.2,0
PX009720,2499,bank_timeout,wallet,media,11,2,0,59,32,373,1754.68,1.424,0.846,0.0339,45.17,1
PX009721,4999,expired_card,wallet,subscription,3,1,3,44,1,602,3452.15,1.448,0.75,0.02273,0.52,0
PX009722,19999,bank_timeout,card,media,7,2,0,45,27,382,17320.68,1.155,0.778,0.04444,22.26,1
PX009723,9999,expired_card,wallet,media,5,2,0,12,34,4,13155.19,0.76,0.714,0.16667,36.06,1
PX009724,999,expired_card,card,ecommerce,7,2,1,1,21,247,915.67,1.091,0.778,2.0,20.89,0
PX009725,1499,expired_card,netbanking,saas,7,3,1,9,58,237,1091.89,1.373,0.7,0.33333,37.22,1
PX009726,1499,insufficient_funds,upi,media,4,2,1,2,40,261,926.52,1.618,0.667,1.0,41.35,0
PX009727,499,bank_timeout,netbanking,subscription,4,2,3,5,59,269,680.68,0.733,0.667,0.4,38.83,1
PX009728,2499,suspicious_reversal,card,ecommerce,8,5,2,41,4,503,2729.11,0.916,0.615,0.12195,46.39,0
PX009729,19999,insufficient_funds,card,ecommerce,5,1,0,10,24,506,22020.86,0.908,0.833,0.1,14.72,0
PX009730,9999,bank_timeout,card,saas,5,0,1,50,36,375,7570.03,1.321,1.0,0.0,39.74,1
PX009731,4999,bank_timeout,card,media,6,1,0,8,50,444,5350.24,0.934,0.857,0.125,14.23,1
PX009732,499,insufficient_funds,card,saas,7,1,3,44,56,386,668.49,0.746,0.875,0.02273,23.35,0
PX009733,999,mandate_expired,card,media,8,0,1,20,27,336,999.09,1.0,1.0,0.0,28.72,1
PX009734,1499,insufficient_funds,wallet,media,10,2,3,15,12,450,1927.89,0.778,0.833,0.13333,5.15,0
PX009735,4999,expired_card,upi,saas,9,2,2,2,7,14,4221.3,1.184,0.818,1.0,15.42,0
PX009736,19999,mandate_expired,upi,ecommerce,12,1,2,49,26,461,21262.72,0.941,0.923,0.02041,12.15,0
PX009737,2499,mandate_expired,card,education,10,1,0,5,34,670,1915.99,1.304,0.909,0.2,33.1,1
PX009738,1999,bank_timeout,netbanking,media,9,6,2,38,17,313,2065.98,0.968,0.6,0.15789,9.59,1
PX009739,4999,insufficient_funds,card,education,12,3,1,22,21,579,3247.01,1.54,0.8,0.13636,11.22,0
PX009740,4999,bank_timeout,upi,media,6,3,3,14,48,682,3527.42,1.417,0.667,0.21429,5.32,1
PX009741,1499,expired_card,wallet,media,4,5,3,45,2,308,1456.76,1.029,0.444,0.11111,7.11,0
PX009742,19999,expired_card,wallet,education,6,3,1,51,59,534,23351.39,0.856,0.667,0.05882,44.32,0
PX009743,999,mandate_expired,card,saas,8,1,2,54,10,258,934.43,1.069,0.889,0.01852,43.29,0
PX009744,4999,suspicious_reversal,card,education,5,3,1,26,26,493,5202.1,0.961,0.625,0.11538,47.32,0
PX009745,2499,bank_timeout,card,media,11,2,2,42,17,170,1987.37,1.257,0.846,0.04762,11.05,1
PX009746,4999,insufficient_funds,upi,subscription,11,4,1,19,58,172,4028.44,1.241,0.733,0.21053,13.91,1
PX009747,499,insufficient_funds,netbanking,education,9,4,3,36,5,258,624.54,0.799,0.692,0.11111,42.2,0
PX009748,9999,bank_timeout,upi,media,6,0,0,52,16,121,9303.06,1.075,1.0,0.0,35.18,1
PX009749,1999,suspicious_reversal,wallet,saas,6,1,2,2,9,653,2454.79,0.814,0.857,0.5,16.48,1
PX009750,499,insufficient_funds,wallet,ecommerce,9,3,3,52,7,574,658.83,0.757,0.75,0.05769,6.03,0
PX009751,1499,insufficient_funds,card,ecommerce,12,0,3,24,6,197,1048.95,1.429,1.0,0.0,42.74,0
PX009752,2499,suspicious_reversal,card,saas,3,5,2,55,36,183,1797.65,1.39,0.375,0.09091,12.09,0
PX009753,19999,mandate_expired,wallet,subscription,11,2,1,51,36,533,21500.91,0.93,0.846,0.03922,24.07,1
PX009754,499,mandate_expired,netbanking,education,9,3,2,57,49,173,339.97,1.468,0.75,0.05263,38.79,1
PX009755,1999,bank_timeout,upi,subscription,7,1,0,56,49,107,2158.52,0.926,0.875,0.01786,12.77,1
PX009756,2499,bank_timeout,netbanking,ecommerce,9,3,2,38,52,158,1765.85,1.415,0.75,0.07895,46.23,1
